Date,Open,High,Low,Close,Adj Close,Volume,Industry,Market Cap,52-Week High,52-Week Low,SMA_50,SMA_200
2003-07-09,158.39999389648438,170.25,156.10000610351562,164.0500030517578,143.6475830078125,16127440,Auto Manufacturers,51577814421.881836,164.0500030517578,164.0500030517578,164.0500030517578,164.0500030517578
2003-07-10,165.9499969482422,168.25,164.35000610351562,166.9499969482422,146.1869354248047,3565356,Auto Manufacturers,52489581226.118164,166.9499969482422,164.0500030517578,165.5,165.5
2003-07-11,167.5,174.8000030517578,166.25,173.39999389648438,151.83474731445312,4566262,Auto Manufacturers,54517479668.23633,173.39999389648438,164.0500030517578,168.13333129882812,168.13333129882812
2003-07-14,175.0,179.1999969482422,174.0500030517578,178.1999969482422,156.03778076171875,2336576,Auto Manufacturers,56026615066.118164,178.1999969482422,164.0500030517578,170.64999771118164,170.64999771118164
2003-07-15,179.8000030517578,181.8000030517578,173.0,176.35000610351562,154.41790771484375,2368760,Auto Manufacturers,55444972379.76367,178.1999969482422,164.0500030517578,171.78999938964844,171.78999938964844
2003-07-16,178.0,179.14999389648438,175.5,176.9499969482422,154.94326782226562,1189605,Auto Manufacturers,55633611306.118164,178.1999969482422,164.0500030517578,172.6499989827474,172.6499989827474
2003-07-17,177.1999969482422,178.25,170.39999389648438,171.39999389648438,150.08349609375,1342358,Auto Manufacturers,53888673652.23633,178.1999969482422,164.0500030517578,172.47142682756697,172.47142682756697
2003-07-18,170.0,172.0,164.35000610351562,167.4499969482422,146.62478637695312,1742708,Auto Manufacturers,52646782730.118164,178.1999969482422,164.0500030517578,171.84374809265137,171.84374809265137
2003-07-21,168.39999389648438,169.5,163.25,164.1999969482422,143.7789306640625,1088860,Auto Manufacturers,51624972954.118164,178.1999969482422,164.0500030517578,170.99444240993924,170.99444240993924
2003-07-22,164.0,169.1999969482422,162.14999389648438,167.8000030517578,146.9312286376953,1431617,Auto Manufacturers,52756825701.881836,178.1999969482422,164.0500030517578,170.67499847412108,170.67499847412108
2003-07-23,169.1999969482422,178.0,169.0500030517578,174.75,153.01686096191406,4618860,Auto Manufacturers,54941925648.0,178.1999969482422,164.0500030517578,171.0454531582919,171.0454531582919
2003-07-24,174.5,176.75,172.64999389648438,174.0500030517578,152.40394592285156,1402123,Auto Manufacturers,54721844501.881836,178.1999969482422,164.0500030517578,171.29583231608072,171.29583231608072
2003-07-25,174.6999969482422,175.0,172.3000030517578,173.64999389648438,152.05368041992188,885064,Auto Manufacturers,54596080420.23633,178.1999969482422,164.0500030517578,171.47692166841946,171.47692166841946
2003-07-28,175.0,180.4499969482422,175.0,179.35000610351562,157.0447998046875,2267998,Auto Manufacturers,56388181403.76367,179.35000610351562,164.0500030517578,172.0392848423549,172.0392848423549
2003-07-29,180.14999389648438,182.8000030517578,179.14999389648438,180.1999969482422,157.78907775878906,2731978,Auto Manufacturers,56655421082.118164,180.1999969482422,164.0500030517578,172.58333231608074,172.58333231608074
2003-07-30,180.8000030517578,184.5,179.85000610351562,180.89999389648438,158.40199279785156,1859233,Auto Manufacturers,56875502228.23633,180.89999389648438,164.0500030517578,173.10312366485596,173.10312366485596
2003-07-31,181.89999389648438,183.60000610351562,180.0,180.64999389648438,158.18310546875,1320277,Auto Manufacturers,56796901476.23633,180.89999389648438,164.0500030517578,173.54705720789292,173.54705720789292
2003-08-01,181.6999969482422,189.0,178.6999969482422,187.8000030517578,164.44390869140625,3109626,Auto Manufacturers,59044885861.881836,187.8000030517578,164.0500030517578,174.3388875325521,174.3388875325521
2003-08-04,187.14999389648438,198.6999969482422,186.5500030517578,197.9499969482422,173.33155822753906,4231872,Auto Manufacturers,62236074474.118164,197.9499969482422,164.0500030517578,175.58157750179893,175.58157750179893
2003-08-05,198.10000610351562,203.5,192.8000030517578,193.89999389648438,169.78526306152344,3815277,Auto Manufacturers,60962741332.23633,197.9499969482422,164.0500030517578,176.49749832153321,176.49749832153321
2003-08-06,192.89999389648438,197.35000610351562,189.60000610351562,191.75,167.90261840820312,2846180,Auto Manufacturers,60286776784.0,197.9499969482422,164.0500030517578,177.2238079252697,177.2238079252697
2003-08-07,192.0,195.9499969482422,190.8000030517578,195.3000030517578,171.01112365722656,1177791,Auto Manufacturers,61402908421.881836,197.9499969482422,164.0500030517578,178.0454531582919,178.0454531582919
2003-08-08,196.6999969482422,198.5,196.0,197.0500030517578,172.54348754882812,849252,Auto Manufacturers,61953113685.881836,197.9499969482422,164.0500030517578,178.8717379362687,178.8717379362687
2003-08-11,197.10000610351562,204.10000610351562,194.9499969482422,202.64999389648438,177.44703674316406,2587315,Auto Manufacturers,63713767652.23633,202.64999389648438,164.0500030517578,179.86249860127768,179.86249860127768
2003-08-12,203.39999389648438,212.0,203.39999389648438,210.85000610351562,184.62721252441406,3348835,Auto Manufacturers,66291876155.76367,210.85000610351562,164.0500030517578,181.10199890136718,181.10199890136718
2003-08-13,212.3000030517578,219.60000610351562,211.25,218.0500030517578,190.93173217773438,3055475,Auto Manufacturers,68555576853.881836,218.0500030517578,164.0500030517578,182.52307598407452,182.52307598407452
2003-08-14,221.0,224.5500030517578,215.0,216.9499969482422,189.9685516357422,2939304,Auto Manufacturers,68209731626.118164,218.0500030517578,164.0500030517578,183.79814713089556,183.79814713089556
2003-08-15,216.9499969482422,216.9499969482422,216.9499969482422,216.9499969482422,189.9685516357422,0,Auto Manufacturers,68209731626.118164,218.0500030517578,164.0500030517578,184.98214176722936,184.98214176722936
2003-08-18,217.5,220.85000610351562,215.39999389648438,217.14999389648438,190.1436767578125,1342983,Auto Manufacturers,68272611268.23633,218.0500030517578,164.0500030517578,186.0913780475485,186.0913780475485
2003-08-19,219.89999389648438,220.0,215.0,215.85000610351562,189.00535583496094,1152110,Auto Manufacturers,67863891195.76367,218.0500030517578,164.0500030517578,187.08333231608074,187.08333231608074
2003-08-20,218.0,228.0,216.39999389648438,225.5500030517578,197.4990234375,2600305,Auto Manufacturers,70913599413.88184,225.5500030517578,164.0500030517578,188.3241926623929,188.3241926623929
2003-08-21,226.60000610351562,228.8000030517578,223.25,228.0,199.64434814453125,2220641,Auto Manufacturers,71683885824.0,228.0,164.0500030517578,189.56406164169312,189.56406164169312
